"","number","idx","exp","MSE"
"HSPE1",11586,23,-0.97175,677686.746432497
"KDELR1",13429,76,0.316583333333334,677758.101513733
"MLXIPL",15008,124,-1.0259,677923.9173803
"BPHL",6254,106,0.609812500000001,678057.959777303
"CEP76",1789,116,-0.00450000000000017,678106.877550779
"LOC51145",1251,116,0.277166666666668,678300.803346132
"OR4M1",17123,35,0.39475,678414.64778608
"RNASE3",14712,21,-0.515,678519.452900196
"USP12",11726,125,0.150125,678777.883585127
"ABCD1",14828,61,0.0542500000000004,678893.725609966
"LOC253012",13934,106,2.115,678901.780444409
"HEY2",17096,48,-0.2522,679351.133628623
"CSF1R",15096,37,4.323875,679463.269410921
"E2F1",3481,21,-1.760125,679483.327853881
"C21orf29",2971,120,0.00416666666666684,679525.698665262
"KIAA0825",4341,116,-0.79475,679559.385128326
"AHSG",16062,20,-6.636125,679635.251429659
"FAT2",10024,102,0.535000000000001,679669.420658363
"RAB42",5477,23,-1.655375,679832.922873178
"HLA-DRA",2355,54,4.49470000000001,679905.808530761
"CCDC74B",11424,117,2.12875,679946.013271585
"PER1",9667,117,-0.361499999999999,679971.327382335
"PLEKHB1",1209,42,-0.26345,680072.74660984
"IL27RA",2448,123,0.273437500000002,680075.532001968
"TFF3",10801,120,3.37066666666667,680171.232342352
"PRB3",3765,59,0.23575,680507.491650854
"EP400NL",13342,21,-1.523875,680543.091287671
"TMEM131",8434,68,-0.126,680554.088961032
"KIAA1598",7551,24,0.370999999999999,680559.935436784
"TIRAP",11710,39,0.042875,680579.175216411
"MTA3",10439,85,0.434625000000001,680614.286580098
"C14orf93",9465,110,0.0811250000000002,680879.02602703
"PCYT1A",7789,35,0.0631666666666667,681000.503471377
"GPR157",400,41,-0.805333333333333,681005.634639556
"HMOX1",7136,22,-1.23658333333333,681201.86944623
"SF4",775,121,0.5935,681303.571913894
"HIST1H3C",9488,74,0.0857500000000009,681370.607259631
"GGA2",4319,28,-0.3726875,681384.432453601
"DAZ2",7519,25,-0.653875,681458.075634552
"FUBP3",9924,125,0.55,681481.232448793
"BSPRY",7553,101,2.90308333333333,681707.438696746
"IGF2BP3",15210,26,-4.434625,681727.231133649
"CD14",7106,35,3.5939375,681853.398970399
"KCTD16",12837,71,-0.145333333333333,681918.371395368
"ZMYND17",1771,122,0.2755,682189.124112198
"B3GALT1",2086,124,-0.431999999999999,682189.124112198
"MYOCD",2732,78,0.301083333333334,682264.098362053
"REG1B",5800,122,0.42325,682272.661959557
"LRRTM3",208,111,-0.651166666666667,682281.28138432
"OSBPL1A",15877,112,1.14325,682343.255873072
"SCGN",8010,124,2.99575,682371.870330012
"PELI1",1514,107,0.617,682372.520820408
"CEP250",15175,20,-1.4646875,682373.675
"DHRS12",13680,121,2.303,682417.554738379
"HSD17B12",6373,93,0.0597500000000018,682426.719475147
"NFATC2",10576,60,0.11625,682461.45796753
"ANKRD27",6387,21,-0.8365,682522.905215917
"DLX2",6639,72,-2.49627777777778,682569.8060492
"LCE2A",12914,21,-0.34375,682584.196182497
"LILRB5",12739,20,1.0606875,682676.033947597
"PLDN",3875,102,0.00362500000000059,682861.626178023
"TTC1",4325,122,0.425500000000001,682878.039091213
"RALB",13527,122,1.182,682881.621879445
"INPPL1",11397,55,-0.768,682935.707287304
"POLR3GL",16114,96,0.10475,683030.65163242
"DNAH9",6186,117,-0.454999999999999,683059.843315699
"C1QB",6230,30,2.7510625,683221.576495828
"OR5M10",15912,45,0.21625,683528.116153533
"NKX2-1",13519,62,-0.0643571428571428,683607.551361349
"GPR103",12901,81,-1.103625,683622.495435091
"UROC1",7173,20,-0.60475,683718.542737552
"GLCE",2688,98,1.180125,683744.641657348
"CDCA7",1472,55,-4.298375,683815.719746007
"C6orf126",11031,112,2.05025,683834.798884713
"CCDC62",12395,125,0.0596249999999999,683903.031243314
"ZCWPW1",3395,99,0.914000000000002,683914.640181656
"VASP",3079,20,0.38025,683970.647385301
"NLRP12",9706,69,0.227249999999999,684031.678318108
"SLC22A8",14359,30,0.363416666666666,684041.555668399
"OPN3",4729,118,-0.0921250000000003,684073.54609191
"FAM40A",14241,104,-0.0703749999999998,684113.720407446
"DNAJC3",7911,58,0.351,684189.559647013
"PCDHGA7",5612,31,0.355916666666666,684392.099586928
"NOVA1",5268,125,2.71991666666666,684413.883626875
"KIAA1012",4619,122,0.77375,684477.572174821
"CD1E",14921,121,-0.827749999999999,684515.409638252
"LY6G5C",6004,123,0.50225,684528.060077379
"ZBTB6",1552,57,-0.22775,684667.020811225
"ZNF228",9011,101,1.233625,684777.715366034
"FCGR3A",6925,30,6.440625,684784.564911038
"TYROBP",12502,20,3.498875,684880.832773429
"F3",6431,99,0.381750000000001,684991.087020011
"CRY2",5532,117,0.831833333333333,685296.332473384
"TRAPPC4",8542,42,-0.732625,685344.786551633
"SLCO1A2",8061,64,-2.04725,685379.783471329
"U1SNRNPBP",1743,20,0.0437500000000001,685428.420393999
"DPY19L2P2",4827,98,-0.376,685438.911172347
"ZDHHC23",4000,100,-0.212624999999999,685454.484024293
"KBTBD4",3005,117,0.729571428571428,685494.643056414
"DPAGT1",10774,39,-0.6295,685496.945054476
"GHSR",12960,34,0.375,685508.976128122
"B4GALNT2",16154,21,-0.266,685572.574027397
"NDRG1",646,25,-1.84069230769231,685652.750947583
"GSTM5",917,112,1.1218125,685680.871557356
"LOC348180",881,40,-1.011,685718.632548963
"GSR",9285,32,-1.75325,685768.774858808
"LY6G6C",3542,122,0.734250000000002,685842.388960715
"KRTDAP",4114,102,-0.602999999999999,685860.915592264
"GSTM4",13211,94,0.2795,685876.022661032
"ZNF294",6894,74,-0.360874999999999,685880.567925912
"SAMD4B",14014,48,0.261125,685918.491400499
"BMP5",11861,94,-2.447375,686033.428398151
"TOMM40",912,37,-0.943625000000001,686121.656206162
"SOCS5",5271,84,0.2845625,686205.641410475
"DAPL1",2134,114,2.484875,686217.599040946
"ARMCX1",5098,102,1.74,686275.516100298
"TM9SF3",13849,20,0.57425,686277.469520548
"NAV3",15996,100,-1.1465,686359.326018463
"ZRANB3",9961,72,-0.776499999999987,686393.31460313
"TDRD3",13675,106,0.206,686446.179477901
"ARHGAP4",1279,98,-0.952125,686473.722809501
"RNF213",14599,34,0.52395,686499.138220185
"CXCL10",13835,40,3.361875,686516.414228483
"MARCH7",1497,122,0.305125,686573.688235649
"LYRM1",3378,125,0.744124999999999,686602.93921983
"CASQ1",2773,107,0.884375,686610.854234122
"KIAA1618",12719,48,-0.29875,686620.054817818
"ACP6",3136,114,0.501166666666667,686626.714578076
"HS3ST2",5242,81,2.074125,686632.170992208
"ABCB6",16050,24,-1.3879,686660.170049218
"COX7A1",8468,44,4.489625,686681.752161014
"PLK1",16321,38,-1.71416666666666,686757.170331651
"AP1B1",11547,106,0.78675,686765.606513311
"LASS3",7018,53,0.311875,686815.508018009
"CLCA2",3695,85,-0.821883333333333,686917.346185651
"WNK4",15559,89,-0.055166666666666,686960.928563521
"RPL8",7492,20,0.0153500000000006,686968.911703631
"PSMA7",14817,24,-0.0568750000000003,686997.117051239
"KATNB1",2282,20,-1.21183333333333,687014.240606654
"RPS23",1167,117,0.938916666666666,687028.821925883
"FAM33A",10465,25,-1.818125,687051.397260274
"SEC22A",4339,52,0.0722499999999999,687084.876767913
"C7orf38",1810,92,0.286083333333333,687118.672202542
"CTNNBIP1",11459,125,1.39658333333333,687118.779188519
"TSLP",9581,87,-3.50225,687145.995636614
"PRR10",12117,120,0.593,687149.486070381
"C14orf1",1770,120,0.571500000000001,687241.426369297
"PDZD2",13797,117,1.7245625,687294.025055614
"RPAIN",8373,118,-0.284892857142858,687303.800150917
"CYP51A1",4040,110,0.312000000000001,687311.784901536
"LRRC18",13861,20,-0.226125,687312.913747554
"CACNG3",3971,68,0.152,687379.432149941
"C14orf131",1887,110,0.0443,687427.843686869
"LOC144305",6561,26,-1.0135,687499.653986653
"LSM6",3881,20,-0.909625,687574.670591433
"SESN1",9388,123,0.871312499999999,687575.424875434
"ZFYVE20",8037,116,0.305875000000001,687589.622187501
"POU4F3",9378,20,-0.63375,687610.72260274
"PCAF",6060,25,-1.36895,687620.435331145
"GOSR1",14534,81,0.598305555555556,687740.21139341
"GSTCD",4424,67,-0.102333333333334,687758.62886107
"CAPN11",698,125,0.6575,687782.013630789
"CCL18",4952,47,3.44741666666667,687808.923501998
"LYG2",14704,116,0.0366250000000009,687899.857522942
"GABRG2",3105,106,-0.3628125,688035.809149651
"DYRK2",5734,26,0.360708333333334,688113.972637864
"C9orf52",8525,62,0.641375,688181.66967413
"SLC14A1",17204,107,-1.782,688191.733607109
"C12orf33",7127,114,0.59825,688247.744954358
"VPS11",10204,61,0.2749375,688311.931763121
"KLRD1",17247,107,2.898375,688365.473180192
"EEF1A1",8168,118,0.135194444444446,688393.688163241
"TMEM70",11471,45,0.0709999999999998,688407.742960049
"TMEM33",15380,29,0.0848055555555555,688417.388830348
"BOP1",6663,50,-0.618125,688453.297659817
"OR51F2",2997,30,0.19,688543.316209726
"MDM2",628,32,-0.585458333333333,688655.725111151
"ST7L",587,120,0.956583333333335,688675.845479452
"NIPSNAP3B",8895,94,0.2763125,688718.438832763
"PTGER3",5443,112,2.51625,688734.729279383
"IL22",3636,75,0.14475,688769.330273458
"FAM83H",2467,37,1.0098,688859.950320812
"TUBD1",4378,65,-1.014375,688876.420278656
"PLEKHG5",13765,124,0.995500000000002,688886.599493803
"MAML1",15819,58,-0.0254499999999999,688924.70879407
"C14orf79",693,80,0.731958333333333,688927.757679535
"C8orf76",4132,59,0.0496250000000002,688952.05503345
"SLC4A8",6592,105,1.191625,688960.340133327
"OR9G1",114,64,0.0899999999999999,688976.904545455
"ZNF19",10722,122,0.975916666666668,688978.009408426
"EPHX1",3980,32,0.458250000000001,688996.13554434
"COMMD9",7562,124,0.836166666666667,689071.360548146
"ADAMTS18",16236,82,0.503416666666666,689076.833379448
"N6AMT1",10208,62,0.26125,689088.911571765
"SMCR5",14295,44,-2.835,689116.940812984
"PGBD5",122,49,-1.75183333333334,689143.594125123
"NXF5",5336,114,-0.3481,689188.028283466
"CHST10",15510,62,-0.333625,689206.208925152
"CDH8",218,78,0.0361250000000009,689290.665875581
"MGC45438",7896,121,2.86366666666667,689316.749860749
"CYP21A2",5604,116,2.38675,689339.706018737
"C21orf2",4829,101,-0.0583333333333324,689351.62029949
"CLDN19",1583,111,-0.300625,689410.358097178
"UBE2Q2",2604,117,1.06183333333333,689441.454779172
"KTI12",5162,38,-0.20575,689483.064854869
"TXLNB",16118,120,2.31475,689505.792326334
"SELK",14653,38,0.122,689547.25212964
"STEAP3",16363,76,-0.2479375,689595.56611649
"SLC25A21",11062,124,-0.376749999999999,689659.533317678
"FLJ21062",1105,99,0.878916666666666,689704.17734979
"RASSF4",11154,38,-0.3515,689704.60604422
"NAT5",5052,20,-0.2005,689812.332316808
"BTBD14A",391,45,-1.203875,689828.953322182
"FAHD2B",4973,77,-0.123,689900.175243807
"TIMM50",9668,74,-0.309333333333333,689923.234103801
"MCM3AP",10668,43,-0.0232499999999996,689974.324087505
"CD1C",3279,123,-0.0729166666666675,689979.794443072
"LOC285735",12772,118,-0.849000000000001,689982.177432385
"LYRM4",6350,77,-0.46975,689984.661045923
"TBC1D24",9277,20,0.808250000000001,689988.481262231
"NAP1L5",9414,81,-0.1334375,690027.183566847
"INPP1",1428,37,-0.882083333333334,690036.483511034
"MGC52282",10168,103,-0.169549999999999,690071.485874856
"CCR1",10404,31,-1.0596,690092.64426598
"ARMC1",1214,21,-0.518954545454546,690151.388065232
"HSH2D",4033,58,-1.069375,690151.928833684
"ABHD12B",14855,85,-1.72375,690160.18078493
"DYNC1LI1",5013,107,0.1474375,690170.341448122
"MAGEA3",15598,29,-4.38075,690172.848756101
"FAM89A",2657,27,-1.959125,690228.98387177
"FCER1G",3170,45,1.533375,690254.617170758
"IFNE1",3742,59,-1.1959,690255.48138689
"OSR1",16886,87,-0.478833333333333,690330.079045339
"C5orf39",581,21,-1.7625,690331.973709067
"LOC51057",11948,122,0.73225,690331.973709067
"BEST1",16566,54,-0.26975,690343.118768337
"SBDS",7395,24,-0.4106,690371.550242346
"ISOC2",12132,69,-0.2001875,690394.927471933
"GTF2E1",1146,44,-0.0173750000000001,690401.21471565
"ZNF425",11113,124,1.197625,690409.264699282
"ZNF202",16300,44,-1.002,690411.315394005
"TRIM15",6478,37,-3.4844375,690494.257757066
"CRIP3",2063,109,-1.140625,690526.657126055
"WDR45L",11680,32,-0.167500000000001,690571.801906843
"DEDD2",16091,22,-0.0613750000000001,690633.745836904
"TFF1",3230,125,0.188083333333333,690657.893636008
"EIF2C2",7394,20,-1.097875,690681.166025223
"VEGFC",5789,108,-1.2305,690707.985990037
"AVPR2",12374,21,-0.00983333333333321,690743.479180692
"ZFP106",1144,89,-0.152499999999999,690798.684450853
"FGFR1",10905,117,0.275613636363636,690822.612849178
"VAMP1",16348,117,-1.020125,690824.747466632
"ZNF670",14265,109,0.630875000000001,690833.32135741
"ABCA1",16364,50,0.256416666666667,690852.275613584
"PIR",53,30,-2.41405555555555,690909.947870414
"FRY",10926,100,3.79075,690933.301435378
"LDOC1L",3750,119,0.665875000000002,690942.27822269
"CPM",1435,24,-1.404,690987.558289355
"C1orf101",9956,124,2.0125,691008.310178734
"SGK269",13221,124,0.236666666666667,691016.840923679
"SHC2",11395,102,1.3366,691166.362589432
"R3HDM2",9058,80,-0.0231000000000002,691169.427892798
"C1orf114",15738,35,-2.2605,691176.705357804
"ARHGAP18",14669,120,0.2715,691211.249363365
"DCUN1D2",2665,117,0.2328125,691212.769359964
"GYS1",6576,85,-0.237375,691250.961819051
"C11orf42",7671,45,0.41175,691262.945864945
"EXOSC4",16006,39,0.00125000000000002,691263.007740563
"RHBG",13564,124,-1.579,691289.42247619
"FAM26C",9670,122,0.87025,691348.945690802
"C7orf51",12447,21,0.00887500000000041,691348.945690802
"EIF4ENIF1",5101,98,0.938250000000001,691355.311177896
"P2RX3",8863,115,0.617375,691358.094491982
"RP11-217H1.1",1053,42,0.314625,691375.463504817
"PLA2G2E",8640,75,0.1635,691446.786281741
"MFSD1",5946,23,0.198000000000001,691447.025489427
"COX7B",2582,22,-0.344,691457.839362471
"HUWE1",1331,35,0.0116428571428574,691516.706923362
"LCE4A",4320,122,0.68275,691524.448288675
"METT5D1",1946,107,0.454166666666667,691653.595222385
"CENPT",11853,20,-1.6511875,691654.711230702
"TTC9C",10741,66,-0.235125,691660.572662412
"PAGE4",5785,122,-0.455,691683.946798569
"SSR3",10088,23,-0.681071428571428,691692.10589443
"HRSP12",1021,23,-0.78775,691757.353210632
"MGAM",10361,92,0.628375,691761.227377469
"WDR35",14775,82,0.230125000000001,691761.392992715
"KIAA0586",2450,101,-0.0854999999999998,691778.044149072
"OR4D1",6548,28,0.31475,691780.131027216
"RIN3",1710,38,-0.131875,691784.358454164
"ZFAND2A",3180,36,-0.817625,691788.789476961
"AFF2",12519,125,-0.184233333333334,691806.869917808
"VPS45",16196,83,0.242833333333335,691815.347582109
"PHF21B",2490,58,-2.24825,691828.871089299
"DHX34",14520,34,-0.22875,691838.662653246
"RABL2A",6428,123,1.14633333333333,691871.427141591
"R3HDML",14019,45,0.15375,691970.77501394
"PPP1R2P3",2405,120,0.947,692030.798462419
"RELL2",1024,26,-1.617375,692032.276817703
"ZFP28",7696,43,0.273000000000001,692035.567907039
"CLDN2",14257,122,0.537833333333333,692039.076557667
"OR5M8",1678,65,0.268,692055.312904192
"APEX1",7008,101,0.110625,692060.580550658
"LYZ",11713,31,-2.07975,692125.482345482
"COMTD1",4780,66,-0.196625,692140.762974619
"SMARCAL1",8685,25,0.0572499999999998,692153.682545002
"ALS2CR8",15919,76,0.187250000000001,692205.049752807
"SYN2",4903,71,-0.619583333333334,692221.600424465
"RBM45",7202,81,0.265,692225.899930567
"SPTAN1",3498,122,0.540000000000001,692229.043124779
"TTLL13",9944,31,-0.53225,692233.935034295
"TRIM44",12691,125,0.28185,692287.824093933
"TSSK3",1421,91,-0.6385,692422.644497968
"PRAMEF16",11451,102,-0.0909999999999996,692432.004939425
"MED29",11990,22,0.407625,692468.527246616
"DNAH11",8899,41,-1.467875,692487.573010039
"OR8K3",361,122,0.482375000000001,692536.791842802
"PSMD11",13207,54,-0.554625,692589.373262855
"PROKR1",1320,98,0.367,692620.698494711
"MESP1",9526,38,-0.733916666666666,692666.682317952
"XPC",4599,51,-0.337916666666667,692674.74435444
"ALAS2",5316,24,-3.98241666666667,692677.109121192
"C13orf3",10630,67,-1.312875,692697.09752348
"ADSS",13954,87,0.5805,692708.568486479
"MRPL13",13683,42,-0.34875,692774.812393372
"MAPK8IP1",1071,125,0.56875,692783.046617091
"CSNK1D",3702,37,-0.913,692800.652383909
"KLHL34",11702,41,0.458375,692827.946198272
"CES1",15141,75,-1.57395833333333,692851.440445045
"GDF3",4367,44,-3.81991666666666,692902.412808585
"KIAA1529",1750,122,0.361374999999999,692914.860356314
"CC2D1B",4897,30,-0.556333333333334,693051.20993938
"BATF2",569,33,-0.322375,693053.369275247
"OR3A1",6992,112,0.381375000000001,693067.373815743
"VSIG4",16639,21,3.587375,693142.300649706
"PGAM1",2509,23,-1.281625,693157.257848022
"ARRDC5",16025,51,0.666375,693164.755313344
"ZFAND1",4951,52,-0.26625,693188.270226254
"CXorf1",13876,20,-0.2465,693215.488856273
"CP110",2323,115,0.252700000000002,693239.49439852
"MYO15A",1736,61,-0.114999999999999,693391.488508738
"LILRB2",15206,27,2.83475,693424.789570623
"C1orf80",6288,106,0.57125,693471.807185319
"MRPL15",4589,39,-0.60575,693556.019239797
"GRB14",12377,70,-0.537874999999999,693588.466460866
"WSCD1",13064,45,-1.25875,693666.434192972
"HSPD1",13155,26,-1.1548,693666.53278451
"RENBP",9877,97,0.718833333333333,693675.855881908
"GSTM1",7182,112,0.603708333333336,693695.357703597
"ATG10",11054,98,-0.6633125,693712.748136241
"DUSP21",1734,25,-0.813366666666667,693718.423285407
"GRAMD1B",4937,57,-1.4785625,693753.040712448
"DYX1C1",2012,125,2.347375,693798.653881279
"VPS4A",4385,30,-0.618666666666667,693809.205865218
"OSCAR",1643,44,-0.0785000000000002,693850.139382341
"ITGB5",9804,117,1.25585,693875.771970049
"AHCYL1",15422,111,0.517041666666666,693878.89031223
"INHBC",12881,41,0.0815416666666666,693884.323081314
"SLC17A8",4312,30,0.0292833333333332,693895.430522752
"SSPO",3818,20,-1.17775,693935.417509241
"KRTAP5-9",1271,63,0.01725,693970.243801525
"CYP2F1",13084,99,-1.50716666666667,694006.485561433
"NCAM2",653,96,-0.450874999999999,694045.277645548
"MGC119295",14476,50,-0.8708,694046.23665974
"UPP2",4653,30,0.017,694053.294119036
"DSG2",12133,124,1.658,694054.911165036
"TLR8",1392,50,1.733125,694057.486777968
"RBM35B",14059,21,-0.178374999999999,694063.165338552
"ACTR5",4612,35,-0.36425,694069.047735407
"ESD",16649,109,-0.389625,694070.567924214
"SRR",14337,116,0.782499999999999,694095.396097525
"KCNK17",10162,48,0.526125,694114.443271829
"PHEX",13825,20,-1.22075,694120.817857143
"CLDN12",1604,122,0.88875,694150.330263528
"CHRNB2",13252,109,0.7469375,694170.387732712
"KCND2",11767,124,4.808625,694198.848541759
"CENPP",7445,94,-0.1615,694228.239631849
"SAR1B",15152,20,-0.0642499999999995,694230.19205262
"PLAT",11488,122,1.88616666666666,694250.505333483
"TNNT1",10853,41,-3.05433333333333,694260.517614115
"ZBED3",1121,83,-0.186875,694264.090958589
"MYLPF",5951,108,-0.328666666666666,694276.275280199
"RP11-35N6.1",4416,92,-1.6815625,694280.965039265
"DKFZP586H2123",5172,107,2.42375,694307.550595477
"C8orf53",9222,22,0.0204999999999999,694320.028768128
"DARC",14565,107,2.11525,694322.984545135
"CAPRIN1",16852,109,0.376916666666667,694353.527113415
"LYST",7971,125,1.30525,694400.930452707
"DKFZP434O047",6914,43,-0.15175,694430.372552072
"UNC13A",5114,63,-2.144625,694465.521952127
"DIS3L",2033,83,-0.118624999999999,694474.32030017
"KCNC2",9657,123,2.63485,694488.540183133
"LRRC25",14322,51,1.994625,694510.750506807
"SULT1B1",17216,26,-0.0100000000000001,694529.256915174
"HBZ",4518,28,-3.31041666666667,694544.150278616
"DOCK9",8237,123,1.96025,694551.819312696
"C14orf108",72,125,0.8251,694565.229161122
"TCP10",16312,106,-0.197875,694576.307379168
"CACNA2D1",2225,124,0.374375000000001,694581.642270059
"FAM84A",8490,60,1.74641666666667,694589.006631624
"CCNC",3751,34,-0.66225,694646.001694342
"NAT2",7257,20,-0.198999999999999,694647.663171342
"tcag7.350",12487,74,-0.935624999999999,694659.803138466
"OR10P1",5844,32,0.27325,694691.095721428
"VIT",15457,68,-1.486,694708.23387968
"TRAK1",7473,109,0.198666666666667,694747.142274863
"ALG13",14377,60,-0.173,694753.851895398
"TSPYL5",11282,87,2.43963636363637,694769.112989013
"IDI2",15405,20,-0.305375,694791.762845184
"ALMS1",5326,96,0.415583333333334,694829.353561644
"FER",15910,119,-0.609249999999999,694837.498033017
"CD28",677,51,-3.507125,694890.757614827
"PAX8",1853,120,0.460041666666666,694891.589801879
"MMP9",8725,80,3.72963636363636,694898.099650054
"DKFZp434K191",5414,44,-1.1644375,694911.970649668
"ZSCAN12",9132,81,0.0701250000000003,694913.535663945
"MEGF11",9148,93,-0.67675,694923.061678576
"ACOX1",3455,39,0.0275000000000006,694934.425957476
"TRIM50",15169,56,0.0319999999999999,694952.972108902
"ERLIN2",2348,122,2.1573125,694955.522486241
"PLCL1",16881,124,1.11966666666667,694966.472996739
"DUSP11",14613,122,0.385,694993.506340882
"PAFAH1B2",16952,20,-0.667125,694999.146833659
"LECT2",4085,21,-0.726833333333333,695007.313388128
"C14orf48",3304,93,0.212833333333334,695013.881022853
"EDN3",3590,108,0.993624999999999,695048.318943763
"GJB5",9033,120,1.581375,695062.357622058
"SH3BP1",9631,44,-0.0588125000000001,695087.98623422
"DDAH1",1228,110,1.665375,695107.699148464
"DKFZp434K1815",8294,123,-0.56425,695111.438908177
"SNRPB2",920,38,-0.5325,695146.183189137
"GRAMD1A",12418,123,0.369000000000001,695195.650534287
"TNFSF13B",3956,54,2.5905,695227.195004995
"KIAA1706",10226,25,-0.23825,695233.693322767
"TIMD4",16144,35,0.6625,695248.387486116
"TFR2",189,35,-1.478875,695308.612989898
"ATP6V1H",6137,20,-0.0809999999999996,695316.557023266
"ZNF493",2826,73,-0.33503125,695326.563708013
"ST3GAL4",15946,20,-1.4361,695399.568003914
"GBP6",16937,31,0.0867500000000016,695407.896970163
"PNN",15107,22,-1.35135,695488.06243221
"C17orf83",5565,70,0.0587500000000001,695490.513537848
